4.589355639285008	0.610072702310886	1
2.521894427002547	1.686624929554605	1
4.0311905533644055	3.2823156005503655	1
1.8606835533242898	3.766390711208887	-1
2.3839257133963336	4.3775245472860655	-1
0.9924747965360664	2.4297740412129936	-1
4.64692518979997	3.149375721553855	1
0.5170065486985759	2.758323340750894	-1
3.7770119704756104	4.7585640911783385	-1
0.019104109744533804	2.3374850160083236	-1
4.434827575359759	2.7987277054372495	1
4.868702842409198	2.012031873357729	1
0.6561874625352659	4.071035401379588	-1
0.036125203021140084	0.5955801640030151	-1
2.5562792773702747	0.3063852739120315	1
4.126861647841093	2.6259582142085613	1
1.4573983077905472	2.3512437931143526	-1
0.4606502593318673	2.6615077684732373	-1
1.4019414344659198	1.9711663538493174	-1
2.61492175023768	1.086689282041834	1
1.1528075493839491	3.1982299306798305	-1
1.881537506729678	4.108644741551702	-1
4.875692846911721	0.653406425052841	1
4.3681164269064086	3.352204413729953	1
4.6040293081270205	0.35930654977785637	1
1.2390120305127232	4.503190685755967	-1
4.42191849856609	1.4404854139036023	1
2.6607155185728866	1.2219170895537195	1
0.1807795169231463	4.96185010585179	-1
3.7471100732611067	1.0308635657446445	1
0.690535016294645	4.85281334865299	-1
3.265997233217828	1.3436227227923025	1
1.626856493234576	0.6605001073889288	1
1.9788020430243125	4.105499018978756	-1
4.841726599439607	0.4455615156491116	1
1.2591113701280836	3.2060964914920365	-1
2.1457065948832903	1.52570419991364	1
2.949738270587687	1.9716222265378631	1
1.6373672572559035	2.23295782832085	-1
4.1867478155381015	2.6283914060035256	1
2.399566977471615	1.0947497376224775	1
0.8966674042754014	0.20973905336258425	1
1.5415780618033903	3.639082246393641	-1
2.2737276843947702	4.277347302285478	-1
3.540067683885431	2.6462948529932366	1
4.537833896043372	3.0700327993547583	1
2.250953097731443	3.3206952717848774	-1
3.714917711171639	2.622981924177634	1
3.1867081879240327	0.43054487642730177	1
4.5606573833571735	2.8529613358324415	1
3.0870897216659907	1.121603687072723	1
